1,1,412666,NaN,NaN,598.0,360.6,598.0,360.6,0,1,NaN,NaN
1,2,412667,NaN,NaN,591.3,474.5,591.3,474.5,0,1,NaN,NaN
1,3,412668,NaN,NaN,564.0,590.6,564.0,590.6,0,1,NaN,NaN
1,4,412669,NaN,NaN,448.3,728.0,448.3,728.0,0,1,NaN,NaN
1,5,412670,NaN,NaN,329.0,858.1,329.0,858.1,0,1,NaN,NaN
1,6,412671,NaN,NaN,205.7,986.8,205.7,986.8,0,1,NaN,NaN
1,7,412672,NaN,NaN,119.1,1053.0,119.1,1053.0,0,1,NaN,NaN
1,8,412673,NaN,NaN,-5.7,1152.5,-5.7,1152.5,0,1,NaN,NaN
1,9,412674,NaN,NaN,-150.9,1208.0,-150.9,1208.0,0,1,NaN,NaN
1,10,412675,NaN,NaN,-341.2,1301.4,-341.2,1301.4,0,1,NaN,NaN
1,11,412676,NaN,NaN,-341.3,1301.3,-341.3,1301.3,0,1,NaN,NaN
1,12,412677,NaN,NaN,-341.3,1301.3,-341.3,1301.3,0,1,NaN,NaN
1,13,412678,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,14,412679,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,15,412680,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,16,412681,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,17,412682,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,18,412683,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,19,412684,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,20,412685,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,21,412686,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,22,412687,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,23,412688,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,24,412689,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,25,412690,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,26,412691,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,27,412692,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,28,412693,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,29,412694,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,30,412695,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,31,412696,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,32,412697,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
1,33,412698,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,34,412699,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,35,412700,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,36,412701,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,37,412702,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,38,412703,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,39,412704,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,40,412705,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,41,412706,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,42,412707,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,43,412708,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,44,412709,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,45,412710,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,46,412711,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,47,412712,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,48,412713,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,49,412714,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,50,412715,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,51,412716,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,52,412717,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,53,412718,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,54,412719,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,55,412720,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,56,412721,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,57,412722,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,58,412723,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,59,412724,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,60,412725,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
2,61,412726,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN
